recall_number,product_description,reason_for_recall,recalling_firm,classification,status,voluntary_mandated,distribution_pattern,code_info,product_type,city,state,country,recall_initiation_date,center_classification_date,report_date,event_id
F-0431-2017,"Hot Pepper Cheese, forty-five 40 lb. blocks",Farm Country Cheese House is conducting a voluntary recall of multiple vats of cheese due to inadequate pasteurization.,"Farm Country Cheese House, Inc.",Class II,Terminated,Voluntary: Firm initiated,Domestic: MI,"Made on 09/28/2016, Vat A",Food,Lakeview,MI,United States,20161010,20161114,20161123,75427
F-0718-2019,"Cap'n Crunch's Peanut Butter Crunch Cereal packaged in 17.1 ounce and 16.5 ounce cardboard boxes. Distributed by The Quaker Oats Company, Chicago IL",Product tested positive for Salmonella.,"Quaker Manufacturing, LLC",Class I,Terminated,Voluntary: Firm initiated,"Distributed to distribution centers in AR, IA, IL, KS, MO, NE",Lots 110218L and 110318L,Food,Cedar Rapids,IA,United States,20181113,20181212,20181219,81571
F-0597-2020,"Rachael's brand and Big Y brand Protein Snack Packs; containing one hard boiled egg, diced roasted turkey, and roasted almonds; packaged in 6x6 plastic containers, Net. wt. 4.25 oz.",Product may be contaminated with Listeria monocytogenes.,Rachael's Food Corporation,Class I,Terminated,Voluntary: Firm initiated,MA,"Production Dates: Dec 27, Dec 29, Dec 30, Jan 1  Rachael s code: 81190701592 and Big Y code: 01889490543",Food,Chicopee,MA,United States,20191231,20200204,20200212,84751
F-1039-2023,A53643	BREADER   X1	50.00	BAG,Products may contain Salmonella,"Newly Weds Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",SE102922A SE110722A,Food,Chicago,IL,United States,20230526,20230705,20230712,92423
F-0801-2025,New England Village Snacks The 19th Hole Snack Mix (5 oz. and 10 oz.),Contains undeclared almonds & undeclared sesame,"Better Business...Better Foods, Inc.",Class II,Ongoing,Voluntary: Firm initiated,NY and New England,UPC (5 oz.): 609465693477 UPC (10 0z.): 642147152459 All codes recalled,Food,Milford,NH,United States,20250423,20250514,20250521,96758
F-0459-2023,"Bistro To Go, Gourmet Cheese & Fruit Plate, Net Wt. 6 Oz. Single Serving, Keep refrigerated","On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .","FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",Class I,Terminated,Voluntary: Firm initiated,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",UPC Code : 813141021144,Food,Baltimore,MD,United States,20230203,20231017,20230322,91653
F-0857-2016,HSRG Cornmeal Breader NET WT 25 LB (11.33 kg),May contain small metal fragments from wire mesh sifter.,"C. H. Guenther & Son, Inc.dba Morrison Milling",Class III,Terminated,Voluntary: Firm initiated,Nationwide throughout the US,All lots,Food,Denton,TX,United States,20151207,20160411,20160420,72822
F-1759-2018,"Grizzlies Brand and Grizzlies Granolas Oregon Trail Mix consisting of chocolate chips, fruit, seeds, and nuts.      Product packaged in a cardboard box with a liner bag, net wt. 20 lbs., and was distributed to retailers for sale from their bulk bins.      The product's ingredients statement on the green label is read ""***Semi-sweet chocolate chips (sugar, chocolate, cocoa butter, soy lecithin, vanilla), hazelnuts, almonds, walnuts, pumpkin seeds, unsulphured peaches, sunflower seeds, raisins, cranberries (apple juice concentrate, sunflower oil)***"".    The product's ingredients statement on the ivory label is read ""***Semi-sweet chocolate chips (sugar, chocolate, cocoa butter, soy lecithin, vanilla), hazelnuts, almonds, walnuts, pumpkin seeds, sunflower seeds, raisins, cranberries (cranberries, apple juice, sunflower oil), Peaches, Raisins (Raisins, Sunflower Oil). No GMOs***"".",Grizzlies Brand and Grizzlies Granolas Oregon Trail Mix are recalled due to undeclared milk.,"Green Valley Group, LLC",Class I,Terminated,Voluntary: Firm initiated,"Idaho, Illinois, Oregon, and Washington","lot numbers are 23122, 23287, 23412, 23520, and 23578.    LOT OTM 23122 expires on 8/11/18.  LOT OTM 23287 expires on 9/19/18.  LOT OTM 23412 expires on 10/19/18.  LOT OTM 23520 expires on 11/16/18.  LOT OTM 23578 expires on 12/1/18.",Food,Eugene,OR,United States,20180719,20180807,20180815,80587
F-2016-2014,El Original pa' ya To Go by hot pandeyuca brand   Cheese Bread Pan de Queso Grande,"During an FDA inspection, it was discovered that the label of several products failed to declare the components ingredients of a butter flavor that included allergens FD&C Yellow #5, FD&C Yellow #6 and FD&C Red #40.",Hot Pandeyuca & Company Inc,Class II,Terminated,Voluntary: Firm initiated,FL and NC  Panama,Lot Codes 001 - 090,Food,Hialeah,FL,United States,20140321,20140611,20140618,68007
F-1306-2019,"Samira Food Products Vegeterian 100% Soy Chunk, Net Wt. 8oz",Failure to declare sulfites.,Traders West Inc,Class II,Terminated,Voluntary: Firm initiated,Domestic distribution only.,No lot or batch number.,Food,Medley,FL,United States,20190328,20190424,20190501,82500
F-1760-2013,"El Campestre Brand Ceviche Mixto, 2/5 lbs bulk containers into 1/10lbs carton.  Packaged in 2/5lbs white plastic buckets with lid and handle, into 1/10lbs carton.    Labeling reads in part:""CEVICHE MIXTO***NET WT..10 LBS***DIST.BY EL CAMPESTRE DIST TEL (562) 505-7247***"".","El Campestre initiated this recall due to the following reason: undeclared allergens: eggs, soy, wheat, and crab extract.",El Campestre,Class I,Terminated,Voluntary: Firm initiated,CA,Product is not coded with lot numbers.    Expiration date 06/01/13,Food,Compton,CA,United States,20130613,20130726,20130807,65499
F-2425-2016,"UPC  071725748010,	Sunflower Seeds Roasted and Salted, Best By/Date Code: 11/27/2016.    UPC  007172524140,	Amport Roasted and Salted Sunflower Seeds, Best By/Date Code:11/26/2016.    639277348319,Naturally Select  Roasted and Salted Sunflower Seed, Best By/Date Code: 3/1/2017.    UPC  071725241351,	Amport Foods Sunflower Seeds Roasted & Salted, Best By/Date Code:12/3/2016,12/26/2016, 12/12/2016 .    UPC 071725748010,	Amport Foods Sunflower Seeds Roasted & Salted, Best By/Date Code:12/31/2016,12/26/2016, 1/14/2017 .    UPC 071725241405,	Amport Foods Sunflower Seeds Roasted & Salted, Best By/Date Code:1/7/2017 .",TreeHouse Foods is recalling products that may be impacted by sunflower seeds  contaminated with Listeria monocytogenes.,Treehouse Foods,Class I,Terminated,Voluntary: Firm initiated,"US: AL, AZ, AR, CA, CO, CT, FL, IL, IN, IA, KS,KY, LA, ME, MD, MA, MI, MN,  MS,  MO, NE, NV, NM, NY, NC,ND, OH, OK, OR, PA,SC, TN, TX, UT, VA, WA, WI, WY.    OUS: HONDURAS, NICARAGUA, CHILE.","Best By/Date Code: 11/26/2016, 11/27/2016, .1/7/2017, 1/14/2017, 3/1/17, 12/31/2016, 12/26/2016, 12/12/2016, 12/3/2016.",Food,Oak Brook,IL,United States,20160503,20160930,20161012,74041
F-0625-2014,"Garden-Fresh Anti Pasto Salad Kit,       Product Code  0 11596 65634 2 ,	1/6 lb","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.","Garden-Fresh Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"CA, IL, IN, MA, MI,MN, MO, OH, PA, WI.",0 11596 65634 2  = 10/30/2013 - 11/6/2013,Food,Milwaukee,WI,United States,20131030,20131202,20131211,66677
F-0358-2022,"Livia One Organic Daily Topical Spray Probiotics;   4 oz. (120 ml)  UPC: 0 30915 10710 5     Recommended use: Topical: Spray affected area 2-5 times daily as needed.     Ingredients: Proprietary probiotic blend in an enzyme enriched substrate:  Lactobacillus-Acidophilus, L. Rhamnosus, L-Salivarius, L. Casei, L-Plantarum, Lactococcus-Lactis, Streptocuccus-Thermophilus, Bifidobacterium-Bifidum, B-Lactus, B-Infantis, B-Breve, B-Longum.  Made with water and a proprietary blend of three organic grasses    Livia Global Inc., Visalia, CA.",Probiotic products contaminated with Pseudomonas aeruginosa .,Livia Global,Class II,Terminated,Voluntary: Firm initiated,xx,"Lot #001005-1, BB 04/2023",Food,Visalia,CA,United States,20211201,20220102,20211222,89115
F-0465-2015,"Mama Tere Arepa de Blanca de Maiz White Corn Patty 14.1 oz/400g   5 units Product of Colombia Importado Por: Family Food Distributors, Inc. 969 Newark Turnpike, Kearny, NJ 07032  UPC 812828011676","Mama Tere Arepa de Moto, de Chocolo and and de Blanca de Maiz were found to be mislabeled.","Family Food Distributors, Inc.",Class II,Terminated,Voluntary: Firm initiated,"CT, IL, MD, NJ, NY,  & PA",None.,Food,Kearny,NJ,United States,20140826,20141106,20141112,69391
F-0559-2020,"GREY GHOST BAKERY scratch-made cookies LEMON SUGAR NET WT 1.4 OZ (40 G), UPC 8 53152 00308 1 , 4 OZ (113 G) UPC 8 53152 00332 6 & 8 OZ (225 G) UPC 8 53152 00307 4 GREY GHOST BAKERY 1750 SIGNAL POINT RD, STE 2A CHARLESTON, SC 29412",The product contains undeclared sulfites.,TFI Holding dba Grey Ghost Bakery,Class II,Ongoing,Voluntary: Firm initiated,"Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, DE, FL GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NM, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI & WY.","1612019, 1622019, 1632019, 1752019, 1772019, 1782019, 1802019, 1822019, 1892019, 1912019, 1962019, 1972019, 1982019, 2042019, 2052019, 2062019, 2082019, 2112019, 2132019, 2142019, 2192019, 2212019, 2252019, 2272019, 2282019, 2312019, 2332019, 2412019, 2542019, 2552019, 2572019, 2632019, 2682019, 2692019, 2712019, 2742019, 2752019, 2762019, 2772019, 2782019, 2822019, 2882019, 2912019, 2922019, 2952019, 2962019, 2972019, 3042019, 3062019, 3082019, 3102019, 3122019, 3172019, 3192019, 3212019, 3252019, 3282019, 3302019, 3362019, 3372019, 3382019, 3452019.",Food,Charleston,SC,United States,20191217,20200124,20200115,84523
F-0910-2022,"Woody's Smokehouse brand Yogurt Raisins, 12.3 oz. (348g), clear plastic bag with front and back labels, UPC 0 95248 65531 0. Packed especially for Woody's Smokehouse Inc., Centerville, TX 75833, 903-536-9663, Woody's-Smokehouse.com  Texas Best Smokehouse brand Yogurt Raisins, 8 oz. (226g), clear plastic bag with front and back labels, UPC 0 95248 32055 3. Packed especially for: Texas Best Smokehouse, 3302 S Eastman Rd., Longview TX 75602.  Snack-Worthy brand Yogurt Raisins, 10 oz. (283g), clear plastic tub with front and back labels, UPC 8 79114 00668 3. Distributed by Lehi Valley Trading Company, Mesa, AZ 85215 snackworthy.com.",Bags and tubs of yogurt covered raisins contained undeclared  peanuts.,"Lehi Valley Trading Co, Inc",Class I,Terminated,Voluntary: Firm initiated,Nationwide.,"Woody's Smokehouse - Lot Code: 222447, Best by: August 23, 2022 Texas Best - Lot Code: 222456, August 23, 2022 Snack Worthy - Lot Code: 222268, 09/12/22",Food,Mesa,AZ,United States,20220211,20220328,20220406,89587
F-0829-2023,Revolution Farms Zesty Southwest 6oz salad kit in plastic container UPC 856791008240,Listeria monocytogenes,Caledonia Facility of Revolution Farms LLC,Class I,Terminated,Voluntary: Firm initiated,"MI, OH, WI",Sell By 3/23/23,Food,Caledonia,MI,United States,20230405,20230506,20230517,92065
F-0377-2021,Kareem Chef Halva 1lb and 2lb sizes in plastic tub,Salmonella,KAREEM MART INC,Class I,Terminated,Voluntary: Firm initiated,"The recalled  Halva  were distributed through Mediterranean food stores and wholesalers in Michigan, Illinois, Missouri, New York, Ohio, North Carolina and  Pennsylvania.  Between March 2020 to Feb 2021.",Best Before 07-01-2022,Food,Garden City,MI,United States,20210308,20210330,20210407,87576
F-1267-2019,Commercial Breader Batter;  B56666 BREADER   X1;       50 pound bag,Corn flour which may contain small pieces of plastic.,Newly Weds Foods Inc,Class II,Terminated,Voluntary: Firm initiated,Commercial processors in:  ALABAMA  ARKANSAS  FLORIDA  GEORGIA  ILLINOIS  MASSACHUSETTS  MISSISSIPPI  NEBRASKA  NEW JERSEY  NORTH CAROLINA  NORTH DAKOTA  OKLAHOMA  TEXAS  WISCONSIN,NWF Product # B56666;  Lot: CD032119B,Food,Chicago,IL,United States,20190322,20190409,20190417,82498
F-0243-2017,"OSSIE'S PICKLED LOX & CREAM, NET WT. 8 OZ., UPC 739885104113; -- Far Rockaway, NY 11691 --- The product is packed in a plastic deli tub.",The products have the potential to be contaminated with Listeria monocytogenes based on the findings of the bacteria in the plant via FDA environmental sampling plus the district's inspectional findings,SM Fish Corp.,Class I,Terminated,Voluntary: Firm initiated,New York and New Jersey via retail stores,Best By date codes of 08/21/16 through 10/18/16,Food,Far Rockaway,NY,United States,20160915,20161025,20161102,75144
F-1308-2017,"Gourmet Cocoa Supreme, CP302141-12, NET WT. 12 LBS",Dutch-American foods is recalling various seasoning products and baking bases due to potential contamination of product with Salmonella.,Dutch-American Foods Inc,Class II,Terminated,Voluntary: Firm initiated,"MD, MI, IL, FL","Batch # 191951, 191952",Food,Beecher,IL,United States,20161207,20170123,20170201,75979
F-0428-2017,"White Cheddar Cheese, 40 lb. blocks",Farm Country Cheese House is conducting a voluntary recall of multiple vats of cheese due to potential contamination with Listeria monocytogenes.,"Farm Country Cheese House, Inc.",Class I,Terminated,Voluntary: Firm initiated,Domestic: MI,"Made on 09/23/2016, Vat A",Food,Lakeview,MI,United States,20161010,20161114,20161123,75427
F-0259-2013,#234 Bulk Watermelon	234	2.5 pounds  and #050 Watermelon Tray	16 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination. All lots with sell by dates on or before",Spartan Central Kitchen,Class II,Terminated,Voluntary: Firm initiated,MI and OH only.,All with sell by dates on or before 15-Sep  with UPC 234 and 0-11213-90395,Food,Grand Rapids,MI,United States,20120910,20121018,20121024,63159
F-0543-2025,1. Chocolate Drizzled Birthday Cake Granola Bars 	25.5oz (30 bars) 2. Chocolate Drizzled Birthday Cake Granola Bars	4.2oz (5 bars) 3. Chocolate Drizzled Birthday Cake Granola Bars	17oz (20 bars) 4. Chocolate Drizzled Birthday Cake Granola Bars 	8.5oz (10 bars) 5. Chocolate Drizzled Birthday Cake Granola Bars 	4.2oz (5 bars)  6. Chocolate Drizzled Birthday Cake Granola Bars 0.85oz,may contain metal pieces,"Riverside Natural Foods, Ltd.",Class II,Completed,Voluntary: Firm initiated,nationwide,1. best by:01/09/2025 up to and including 06/16/2025 UPC: X002SSIRIF 2. best by: 01/09/2025 up to and including 09/21/2025 UPC: 687456214160 3. best by: 03/05/2025 up to and including 07/25/2025 UPC: 687456215594 4. best by: 01/09/2025 up to and including 09/04/2025 UPC: 687456215709 5. best by: 04/25/2025; 08/29/2025; 05/17/2025 UPC: 687456215815 6. best by: 12/12/2024 up to and including 09/21/2025 UPC: 687456914169,Food,North York,,Canada,20241209,20250211,20250219,95906
F-2992-2017,"B4016W, 910277 Breader, NET WT 40 LBS, Manufactured By:  Newly Weds Foods, Inc., Chicago, IL 60639",Product may contain undeclared milk.,Newly Weds Foods Inc,Class II,Terminated,Voluntary: Firm initiated,"Nationwide, Mexico, Canada",Product #B4016W; Lot #WN011817A;  WN022217A;  WN032917A;  WN041917A;  WN122116A,Food,Chicago,IL,United States,20170503,20170817,20170726,77194
F-1727-2019,"DANNON OIKOS TRIPLE ZERO GREEK VANILLA - 5.3OZ/4PK, UPC: 3663201953",Products were not held at an appropriate temperature due to a mechanical malfunction during transportation.,"C & S Wholesale Grocers, Inc.",Class II,Terminated,Voluntary: Firm initiated,"Two Target Stores 1. 98 Veterans Memorial Highway in Commack, New York 2. 160 North Research Place in Central Islip, New York","Exact codes are unknown. The product being recalled was sold on June 17, 2019 at Target Stores in Commack, NY and Central Islip, NY.",Food,Westfield,MA,United States,20190617,20190724,20190731,83178
