status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info
Terminated,Beaverton,OR,United States,Class I,Food,66563,"Reser's Fine Foods, Inc.",15570 SW Jenkins Road,N/A,97006,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distribution was made to AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, VA, WI, WV AND WY.   Distribution was also made to Canada.",F-1216-2014,"Tuna Salad, Formula PT.60 packaged under these labels:    -Essentail Everyday Tuna Salad packaged in 6/12-oz (UPC 041303820285) carton cases. Distributed by Supervalu Inc., Eden Prairie, MN.    -Reser's Gourmet Tuna Salad packaged in 2/5-lb carton cases.  Reser's Fine Foods, Inc., Beaverton, OR.  UPC 071117855067",N/A,The recalled products are potentially contaminated with Listeria monocytogenes.,20131022,20131224,20170124,20140101,Use by dates 10/10/13 - 11/29/13.,
Terminated,Tracy,CA,United States,Class I,Food,69252,Taylor Farms Pacific Inc. (MacArthur Facility),1820 North Macarthur Drive,N/A,95376-2831,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","California, Arizona, Nevada, Washington",F-0020-2015,"CST Roma Tomatoes Whole Roma 1/25#  Origin: USA  Keep Refrigerated   UPC: 40000356942  Taylor Farms, Pacific, Tracy, CA 95376",45 / 25 Lb. Boxes,"Firm was notified by supplier that specific lots of ""expo fresh"" Roma tomatoes may be contaminated with Salmonella.",20140912,20141010,20141015,20141022,Packed on: 9/5/2014  Packed on: 9/6/2014,
Terminated,New Century,KS,United States,Class I,Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1333-2024,"Grindsted Sweetlife CINN. Roll BAS Stabilizer & Emulsifier System, 22.68 kg/ 50 lb bag",7257.60 kg,Potential Salmonella Contamination,20240503,20240606,20240904,20240612,Lot number: 1204607256; 1204607257; 1204607258; 1204607259; 1204607260; 1204607261; 1204607262; 1204607264,
Terminated,Chicago,IL,United States,Class II,Food,77194,Newly Weds Foods Inc,2501 N Keeler Ave,N/A,60639-2131,Voluntary: Firm initiated,Letter,"Nationwide, Mexico, Canada",F-3116-2017,"A96555, PREDUST X2, NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639","2,550 lbs",Product may contain undeclared milk.,20170503,20170817,20190805,20170726,Product #A96555; Lot #WN012117E,
Terminated,Canovanas,PR,United States,Class II,Food,63207,"Fabrica Confecciones Soto, Inc.",81 Calle Autonomia,N/A,00729-3248,Voluntary: Firm initiated,Letter,PR only. Product sold by the firm at retail.,F-0655-2013,"""Alcapurria Jueyes"" (Crab-filled fritters) - Food Service",160,"Undeclared allergens: wheat, soy, crustacean shellfish (crab), and yellow #5",20120912,20121108,20170503,20121114,none,
Terminated,Kansas City,KS,United States,Class I,Food,90164,Liberty Fruit Co Inc DBA Carol's Cuts,1251 Argentine Blvd,,66105-1508,Voluntary: Firm initiated,Telephone,"Distributed to food service locations in Kansas, Nebraska, Iowa, and Missouri.",F-1159-2022,"POTATO RUSSET QUARTERED 2/10# (01)10886810715115(10)0016086772 71511 Best if used by: 03/25/22, 03/29/22, 04/05/22, 04/06/22, 04/12/22, 04/16/22, 04/20/22, 04/23/22 Ingredients: Potato, Sodium Metabisulfite","25,433 lbs (total)",Sodium metabisulfite not declared on product label.,20220506,20220603,20221027,20220615,"Best if used by: 03/25/22, 03/29/22, 04/05/22, 04/06/22, 04/12/22, 04/16/22, 04/20/22, 04/23/22 Product #: 71511",
Terminated,Maspeth,NY,United States,Class II,Food,82250,JOY GOURMET FOODS LLC,4880 Maspeth Ave,N/A,11378-2110,Voluntary: Firm initiated,Visit,"CT, NY, NJ",F-1215-2019,"JOY GOL-GAPPA (PANI PURI) MASALA CONCENTRATE, NET WT 8 OZ (228g), UPC: 6 80617 60414 5",unknown,Product contains undeclared sulfites.,20190225,20190329,20200710,20190320,0712  7/12/2019,
Terminated,Detroit,MI,United States,Class II,Food,78482,NUTCO Inc. dba Germack Pistachio Co.,2140 Wilkins St,N/A,48207-2123,Voluntary: Firm initiated,Letter,"Unknown, firm would not provide a customer list, but identified there were mail order customers in their press release.",F-0456-2018,Dark Chocolate Almond Bark 5oz &1lb Clear plastic tubs,220 lb,Germack Roasting  is voluntarily recalling its Dark Chocolate Almond Bark following a supplier's recall due to undeclared allergen milk.,20171030,20171212,20180402,20171220,"Product Codes: 088401520105, 1168, 1398    Best BY Date March 31 , 2018",
Terminated,Cranbury,NJ,United States,Class II,Food,64361,Ethnic International Holding Inc,4 Corporate Dr,N/A,08512,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Connecticut, Georgia, Massachussets, Maryland, New Jersey, New York, Tennessee and Virginia.",F-1065-2013,"POMEGRANATE DRINK  MIX.  Yoruk Prens Nar Net 400 g.  USA Distributor:  Ethnic Int. Holding Inc. 4 Corporate Drive, Cranbury, NJ 08512.  Tel. 609-395-8513.  Picture of pomegranate on label.",166 total cases all 4 flavors (20 units per case),"Yoruk Prens brand drink mix flavored Apple, Orange, Pomegranate, Cinnamon and Rosehip.  We were informed that these products include some colorants, which are not allowed to use in the USA as per a New York State Department of Agriculture and Markets sample analysis.",20121227,20130311,20150205,20130320,Expiration date 1/04/2013.,
Terminated,Scott City,KS,United States,Class I,Food,74250,Nu Life Market LLC,1202 E 5th St,N/A,67871-4155,Voluntary: Firm initiated,E-Mail,"Product was distributed to CA, IL, and MI. There was no foreign/military/government distribution.",F-1928-2016,"Sun Life Natural Sunflower Spread with Maple in clear plastic jar with brown plastic lid, Net Wt. 12 oz.., UPC 855881003370. The responsible name on the label is Nu Life Market, LLC, Scott City, KS.",61 jars (45.75 lbs.),Product manufactured with roasted sunflower kernels which may be contaminated with Listeria monocytogenes.,20160519,20160815,20180914,20160824,"lot 5225B1, best by 5/13/2016;",
Terminated,Lakeview,MI,United States,Class II,Food,75427,"Farm Country Cheese House, Inc.",7263 Kendaville Rd,N/A,48850-9563,Voluntary: Firm initiated,Telephone,Domestic: MI,F-0431-2017,"Hot Pepper Cheese, forty-five 40 lb. blocks",1878.76,Farm Country Cheese House is conducting a voluntary recall of multiple vats of cheese due to inadequate pasteurization.,20161010,20161114,20170502,20161123,"Made on 09/28/2016, Vat A",
Terminated,Cedar Rapids,IA,United States,Class I,Food,81571,"Quaker Manufacturing, LLC",418 2nd St Ne,N/A,52401-1001,Voluntary: Firm initiated,Telephone,"Distributed to distribution centers in AR, IA, IL, KS, MO, NE",F-0718-2019,"Cap'n Crunch's Peanut Butter Crunch Cereal packaged in 17.1 ounce and 16.5 ounce cardboard boxes. Distributed by The Quaker Oats Company, Chicago IL",108 cases,Product tested positive for Salmonella.,20181113,20181212,20190311,20181219,Lots 110218L and 110318L,
Terminated,Chicopee,MA,United States,Class I,Food,84751,Rachael's Food Corporation,705 Meadow St,N/A,01013-4820,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",MA,F-0597-2020,"Rachael's brand and Big Y brand Protein Snack Packs; containing one hard boiled egg, diced roasted turkey, and roasted almonds; packaged in 6x6 plastic containers, Net. wt. 4.25 oz.",87 protein packs,Product may be contaminated with Listeria monocytogenes.,20191231,20200204,20200325,20200212,"Production Dates: Dec 27, Dec 29, Dec 30, Jan 1  Rachael s code: 81190701592 and Big Y code: 01889490543",
Terminated,Chicago,IL,United States,Class I,Food,92423,"Newly Weds Foods, Inc.",8550 W Bryn Mawr Ave,Suite 100,60631-3222,Voluntary: Firm initiated,Letter,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",F-1039-2023,A53643	BREADER   X1	50.00	BAG,"6,465,115.78 pounds Total",Products may contain Salmonella,20230526,20230705,20240723,20230712,SE102922A SE110722A,
Ongoing,Milford,NH,United States,Class II,Food,96758,"Better Business...Better Foods, Inc.",183 Elm St Ste 13,,03055-4737,Voluntary: Firm initiated,Telephone,NY and New England,F-0801-2025,New England Village Snacks The 19th Hole Snack Mix (5 oz. and 10 oz.),"18,000 units",Contains undeclared almonds & undeclared sesame,20250423,20250514,,20250521,UPC (5 oz.): 609465693477 UPC (10 0z.): 642147152459 All codes recalled,
Terminated,Baltimore,MD,United States,Class I,Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0459-2023,"Bistro To Go, Gourmet Cheese & Fruit Plate, Net Wt. 6 Oz. Single Serving, Keep refrigerated",18 units,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141021144,
Terminated,Denton,TX,United States,Class III,Food,72822,"C. H. Guenther & Son, Inc.dba Morrison Milling",319 E Prairie St,N/A,76201-6109,Voluntary: Firm initiated,Letter,Nationwide throughout the US,F-0857-2016,HSRG Cornmeal Breader NET WT 25 LB (11.33 kg),3609 cases,May contain small metal fragments from wire mesh sifter.,20151207,20160411,20160802,20160420,All lots,
Terminated,Eugene,OR,United States,Class I,Food,80587,"Green Valley Group, LLC",1061 W 2nd Ave,N/A,97402-4947,Voluntary: Firm initiated,E-Mail,"Idaho, Illinois, Oregon, and Washington",F-1759-2018,"Grizzlies Brand and Grizzlies Granolas Oregon Trail Mix consisting of chocolate chips, fruit, seeds, and nuts.      Product packaged in a cardboard box with a liner bag, net wt. 20 lbs., and was distributed to retailers for sale from their bulk bins.      The product's ingredients statement on the green label is read ""***Semi-sweet chocolate chips (sugar, chocolate, cocoa butter, soy lecithin, vanilla), hazelnuts, almonds, walnuts, pumpkin seeds, unsulphured peaches, sunflower seeds, raisins, cranberries (apple juice concentrate, sunflower oil)***"".    The product's ingredients statement on the ivory label is read ""***Semi-sweet chocolate chips (sugar, chocolate, cocoa butter, soy lecithin, vanilla), hazelnuts, almonds, walnuts, pumpkin seeds, sunflower seeds, raisins, cranberries (cranberries, apple juice, sunflower oil), Peaches, Raisins (Raisins, Sunflower Oil). No GMOs***"".",900 lbs.,Grizzlies Brand and Grizzlies Granolas Oregon Trail Mix are recalled due to undeclared milk.,20180719,20180807,20180914,20180815,"lot numbers are 23122, 23287, 23412, 23520, and 23578.    LOT OTM 23122 expires on 8/11/18.  LOT OTM 23287 expires on 9/19/18.  LOT OTM 23412 expires on 10/19/18.  LOT OTM 23520 expires on 11/16/18.  LOT OTM 23578 expires on 12/1/18.",
Terminated,Hialeah,FL,United States,Class II,Food,68007,Hot Pandeyuca & Company Inc,6043 NW 167th St,Suit A-21 A-22,33015-4326,Voluntary: Firm initiated,Visit,FL and NC  Panama,F-2016-2014,El Original pa' ya To Go by hot pandeyuca brand   Cheese Bread Pan de Queso Grande,"1,052 boxes of 14 units each","During an FDA inspection, it was discovered that the label of several products failed to declare the components ingredients of a butter flavor that included allergens FD&C Yellow #5, FD&C Yellow #6 and FD&C Red #40.",20140321,20140611,20140825,20140618,Lot Codes 001 - 090,
Terminated,Medley,FL,United States,Class II,Food,82500,Traders West Inc,7212 NW 78th Ter,N/A,33166-2219,Voluntary: Firm initiated,Telephone,Domestic distribution only.,F-1306-2019,"Samira Food Products Vegeterian 100% Soy Chunk, Net Wt. 8oz",48 units/8oz,Failure to declare sulfites.,20190328,20190424,20191009,20190501,No lot or batch number.,
Terminated,Compton,CA,United States,Class I,Food,65499,El Campestre,1400 S Santa Fe Ave,N/A,90221-4918,Voluntary: Firm initiated,E-Mail,CA,F-1760-2013,"El Campestre Brand Ceviche Mixto, 2/5 lbs bulk containers into 1/10lbs carton.  Packaged in 2/5lbs white plastic buckets with lid and handle, into 1/10lbs carton.    Labeling reads in part:""CEVICHE MIXTO***NET WT..10 LBS***DIST.BY EL CAMPESTRE DIST TEL (562) 505-7247***"".",35,"El Campestre initiated this recall due to the following reason: undeclared allergens: eggs, soy, wheat, and crab extract.",20130613,20130726,20130820,20130807,Product is not coded with lot numbers.    Expiration date 06/01/13,
Terminated,Oak Brook,IL,United States,Class I,Food,74041,Treehouse Foods,2021 Spring Rd Ste 600,N/A,60523-1860,Voluntary: Firm initiated,Telephone,"US: AL, AZ, AR, CA, CO, CT, FL, IL, IN, IA, KS,KY, LA, ME, MD, MA, MI, MN,  MS,  MO, NE, NV, NM, NY, NC,ND, OH, OK, OR, PA,SC, TN, TX, UT, VA, WA, WI, WY.    OUS: HONDURAS, NICARAGUA, CHILE.",F-2425-2016,"UPC  071725748010,	Sunflower Seeds Roasted and Salted, Best By/Date Code: 11/27/2016.    UPC  007172524140,	Amport Roasted and Salted Sunflower Seeds, Best By/Date Code:11/26/2016.    639277348319,Naturally Select  Roasted and Salted Sunflower Seed, Best By/Date Code: 3/1/2017.    UPC  071725241351,	Amport Foods Sunflower Seeds Roasted & Salted, Best By/Date Code:12/3/2016,12/26/2016, 12/12/2016 .    UPC 071725748010,	Amport Foods Sunflower Seeds Roasted & Salted, Best By/Date Code:12/31/2016,12/26/2016, 1/14/2017 .    UPC 071725241405,	Amport Foods Sunflower Seeds Roasted & Salted, Best By/Date Code:1/7/2017 .","92,865 cases for all products",TreeHouse Foods is recalling products that may be impacted by sunflower seeds  contaminated with Listeria monocytogenes.,20160503,20160930,20170815,20161012,"Best By/Date Code: 11/26/2016, 11/27/2016, .1/7/2017, 1/14/2017, 3/1/17, 12/31/2016, 12/26/2016, 12/12/2016, 12/3/2016.",
Terminated,Milwaukee,WI,United States,Class I,Food,66677,"Garden-Fresh Foods, Inc.",726 S 12th St.,N/A,53204-1211,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, IL, IN, MA, MI,MN, MO, OH, PA, WI.",F-0625-2014,"Garden-Fresh Anti Pasto Salad Kit,       Product Code  0 11596 65634 2 ,	1/6 lb","1,159,754.46 total pounds, for all varieties","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.",20131030,20131202,20140313,20131211,0 11596 65634 2  = 10/30/2013 - 11/6/2013,
Terminated,Visalia,CA,United States,Class II,Food,89115,Livia Global,7202 W Pershing Ct,,93291-7909,Voluntary: Firm initiated,Press Release,xx,F-0358-2022,"Livia One Organic Daily Topical Spray Probiotics;   4 oz. (120 ml)  UPC: 0 30915 10710 5     Recommended use: Topical: Spray affected area 2-5 times daily as needed.     Ingredients: Proprietary probiotic blend in an enzyme enriched substrate:  Lactobacillus-Acidophilus, L. Rhamnosus, L-Salivarius, L. Casei, L-Plantarum, Lactococcus-Lactis, Streptocuccus-Thermophilus, Bifidobacterium-Bifidum, B-Lactus, B-Infantis, B-Breve, B-Longum.  Made with water and a proprietary blend of three organic grasses    Livia Global Inc., Visalia, CA.",571 bottles,Probiotic products contaminated with Pseudomonas aeruginosa .,20211201,20220102,20220429,20211222,"Lot #001005-1, BB 04/2023",
Terminated,Kearny,NJ,United States,Class II,Food,69391,"Family Food Distributors, Inc.",969 Newark Tpke Unit D,N/A,07032-4321,Voluntary: Firm initiated,Letter,"CT, IL, MD, NJ, NY,  & PA",F-0465-2015,"Mama Tere Arepa de Blanca de Maiz White Corn Patty 14.1 oz/400g   5 units Product of Colombia Importado Por: Family Food Distributors, Inc. 969 Newark Turnpike, Kearny, NJ 07032  UPC 812828011676",N/A,"Mama Tere Arepa de Moto, de Chocolo and and de Blanca de Maiz were found to be mislabeled.",20140826,20141106,20170530,20141112,None.,
Ongoing,Charleston,SC,United States,Class II,Food,84523,TFI Holding dba Grey Ghost Bakery,1750 Signal Point Rd Ste 2a,N/A,29412-8056,Voluntary: Firm initiated,Letter,"Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, DE, FL GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NM, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI & WY.",F-0559-2020,"GREY GHOST BAKERY scratch-made cookies LEMON SUGAR NET WT 1.4 OZ (40 G), UPC 8 53152 00308 1 , 4 OZ (113 G) UPC 8 53152 00332 6 & 8 OZ (225 G) UPC 8 53152 00307 4 GREY GHOST BAKERY 1750 SIGNAL POINT RD, STE 2A CHARLESTON, SC 29412","Bulk cookies: 70 lbs, 8 oz boxes: 2899 units; 4 oz canisters: 1717 units; 1.4 oz packs: 2101 units",The product contains undeclared sulfites.,20191217,20200124,,20200115,"1612019, 1622019, 1632019, 1752019, 1772019, 1782019, 1802019, 1822019, 1892019, 1912019, 1962019, 1972019, 1982019, 2042019, 2052019, 2062019, 2082019, 2112019, 2132019, 2142019, 2192019, 2212019, 2252019, 2272019, 2282019, 2312019, 2332019, 2412019, 2542019, 2552019, 2572019, 2632019, 2682019, 2692019, 2712019, 2742019, 2752019, 2762019, 2772019, 2782019, 2822019, 2882019, 2912019, 2922019, 2952019, 2962019, 2972019, 3042019, 3062019, 3082019, 3102019, 3122019, 3172019, 3192019, 3212019, 3252019, 3282019, 3302019, 3362019, 3372019, 3382019, 3452019.",
